JinDynasty,晉朝,愛國如家,指帝王像愛撫自己的家室一樣愛國愛民。
JinDynasty,晉朝,暗弱無斷,愚昧軟弱，沒有決斷。
JinDynasty,晉朝,按部就班,部、班：門類，次序；就：歸於。按照一定的步驟、順序進行。也指按老規矩辦事，缺乏創新精神。
JinDynasty,晉朝,按甲寢兵,收拾起鎧甲武器。比喻停止軍事行動。
JinDynasty,晉朝,八公山上，草木皆兵,將八公山上的草木，都當作是士兵。形容極度驚恐，疑神疑鬼。
JinDynasty,晉朝,八音迭奏,八音：古代對樂器的統稱；迭：交互，輪流。八類樂器輪番演奏。表示器樂齊全，演奏場面盛大。
JinDynasty,晉朝,拔樹尋根,比喻追究到底。
JinDynasty,晉朝,拔宅上升,拔：拔起；宅：住宅。古代傳說修道的人全家同升仙界。
JinDynasty,晉朝,百代文宗,宗：被人所效法的人物。在久遠的年代裏堪為文人楷模的人物。
JinDynasty,晉朝,班荊道故,班：鋪開；道：敘說。用荊鋪在地上坐在上面談說過去的事情。形容老朋友在路上碰到了，坐下來談談別後的情況。
JinDynasty,晉朝,背恩忘義,背：背叛。辜負別人對自己的恩義。
JinDynasty,晉朝,筆大如椽,形容著名的文章。也指有名的作家。
JinDynasty,晉朝,彼倡此和,和：附和；應和。比喻一方倡導，別一方效法；或互相配合，彼此呼應。
JinDynasty,晉朝,彼眾我寡,彼：對方。指對方軍隊勢眾，而我方力量單薄。
JinDynasty,晉朝,比上不足，比下有餘,趕不上前面的，卻超過了後面的。這是滿足現狀，不努力進取的人安慰自己的話。有時也用來勸人要知足。
JinDynasty,晉朝,髀肉復生,髀：大腿。因為長久不騎馬，大腿上的肉又長起來了。形容長久過著安逸舒適的生活，無所作為。
JinDynasty,晉朝,病從口入,疾病多是由食物傳染。比喻應該注意飲食衛生。
JinDynasty,晉朝,撥雲見日,撥開烏雲見到太陽。比喻沖破黑暗見到光明。也比喻疑團消除，心裏頓時明白。
JinDynasty,晉朝,博學多才,學識廣博，有多方面的才能。
SpringAndAutumn,春秋,匪夷匪惠,夷：殷末周初的伯夷；惠：春秋時魯國的柳下惠。既不是伯夷，又不是柳下惠；不具備這兩位賢人的品德。形容才德不高而又駕馭的人。
SpringAndAutumn,春秋,伯玉知非,伯玉：蘧瑗，字伯玉，春秋時衛國人；非：不對。比喻知道以前不對。
SpringAndAutumn,春秋,不恥下問,樂於向學問或地位比自己低的人學習，而不覺得不好意思。
SpringAndAutumn,春秋,彩衣娛親,傳說春秋時有個老菜子，很孝順，七十歲了有時還穿著彩色衣服，扮成幼兒，引父母發笑。後作為孝順父母的典故。
SpringAndAutumn,春秋,吹簫乞食,原指伍春秋時子胥於吳市吹簫向人乞討。後指沿街乞討。
SpringAndAutumn,春秋,春秋無義戰,春秋時代沒有正義的戰爭。也泛指非正義戰爭。
SpringAndAutumn,春秋,萇弘碧血,形容為正義事業而流的血。萇弘：春秋時周大夫，又稱萇叔。碧：青綠色的玉石。
SpringAndAutumn,春秋,道聽途說,道、途：路。路上聽來的、路上傳播的話。泛指沒有根據的傳聞。
SpringAndAutumn,春秋,董狐直筆,董狐：春秋時晉國的史官。直筆：根據事實，如實記載。指敢於秉筆直書，尊重史實，不阿權貴的正直史家。
SpringAndAutumn,春秋,按兵不動,按：止住。使軍隊暫不行動。現也比喻暫不開展工作。
SpringAndAutumn,春秋,二桃殺三士,將兩個桃子賜給三個壯士，三壯士因相爭而死。比喻借刀殺人。
SpringAndAutumn,春秋,分崩離析,崩：倒塌；析：分開。崩塌解體，四分五裂。形容國家或集團分裂瓦解。
SpringAndAutumn,春秋,分庭抗禮,庭：庭院；抗禮：平等行禮。原指賓主相見，分站在庭的兩邊，相對行禮。現比喻平起平坐，彼此對等的關系。
SpringAndAutumn,春秋,肝膽楚越,肝膽：比喻關系密切；楚越：春秋時兩個諸侯國，雖土地相連，但關系不好。比喻有著密切關系的雙方，變得互不關心或互相敵對。
SpringAndAutumn,春秋,管鮑之交,春秋時，齊人管仲和鮑叔牙相知最深。後常比喻交情深厚的朋友。
SpringAndAutumn,春秋,鴻鵠之志,鴻鵠：天鵝，比喻志向遠大的人；志：志向。比喻遠大志向。
SpringAndAutumn,春秋,囫圇吞棗,囫圇：整個兒。把棗整個咽下去，不加咀嚼，不辨滋味。比喻對事物不加分析思考。
SpringAndAutumn,春秋,季孟之間,這裏指春秋時魯國三家大貴族中勢力最大的季氏和勢力最弱的孟氏。指在季、孟兩者之間，比上不足，比下有餘。
SpringAndAutumn,春秋,假途滅虢,泛指用借路的名義而滅亡這個國家。
SpringAndAutumn,春秋,竭澤而漁,掏幹了水塘捉魚。比喻取之不留餘地，只圖眼前利益，不作長遠打算。也形容反動派對人民的殘酷剝削。
WarringStates,戰國,安步當車,安：安詳，不慌忙；安步：緩緩步行。以從容的步行代替乘車。
WarringStates,戰國,安然無恙,恙：病。原指人平安沒有疾病。現泛指事物平安未遭損害。
WarringStates,戰國,安如泰山,形容象泰山一樣穩固，不可動搖。 
WarringStates,戰國,拔苗助長,比喻違反事物發展的客觀規律，急於求成，反而壞事。
WarringStates,戰國,百發百中,形容射箭或打槍准確，每次都命中目標。也比喻做事有充分把握。 
WarringStates,戰國,百步穿楊,在一百步遠以外射中楊柳的葉子。形容箭法或槍法十分高明。
WarringStates,戰國,百聞不如一見,聞：聽見。聽得再多，也不如親眼見到一次。
WarringStates,戰國,敗軍之將,打了敗仗的將領。現多用於諷刺失敗的人。
WarringStates,戰國,彼一時，此一時,那是一個時候，現在又是一個時候。表示時間不同，情況有了變化。 
WarringStates,戰國,病入膏肓,膏肓：古人把心尖脂肪叫“膏”，心髒與膈膜之間叫“肓”。形容病情十分嚴重，無法醫治。比喻事情到了無法挽救的地步。
WarringStates,戰國,不可同日而語,不能放在同一時間談論。形容不能相提並論，不能相比。
WarringStates,戰國,不自量力,自己不估量自己的能力。指過高地估計自己的實力。 
WarringStates,戰國,布衣黔首,布衣：封建時代平民的別稱；黔首：戰國及秦代對人民的稱謂。古代指一般百姓。
WarringStates,戰國,拔山舉鼎,形容力量超人或氣勢雄偉。
WarringStates,戰國,城北徐公,原指戰國時期齊國姓徐的美男子。後作美男子的代稱。
WarringStates,戰國,才過屈宋,屈、宋：戰國楚文學家屈原和宋玉。比喻文才極高。
WarringStates,戰國,倒行逆施,原指做事違反常理，不擇手段。現多指所作所為違背時代潮流或人民意願。
WarringStates,戰國,得意洋洋,洋洋：得意的樣子。形容稱心如意、沾沾自喜的樣子。
WarringStates,戰國,短兵相接,短兵：刀劍等短兵器；接：交戰。指近距離搏鬥。比喻面對面地進行激烈的鬥爭。
WarringStates,戰國,奉公守法,奉：奉行；公：公務。奉公行事，遵守法令。形容辦事守規矩。
TangDynasty,唐朝,班門弄斧,在魯班門前舞弄斧子。比喻在行家面前賣弄本領，不自量力。 
TangDynasty,唐朝,背道而馳,背：背向；道：道路；馳：奔跑。朝相反的方向跑去。比喻彼此的方向和目的完全相反。
TangDynasty,唐朝,晨鐘暮鼓,暮：傍晚。佛教規矩，寺裏晚上打鼓，晚上敲鐘。比喻可以使人警覺醒悟的話。
TangDynasty,唐朝,獨樹一幟,樹：立；幟：旗幟。單獨樹起一面旗幟。比喻獨特新奇，自成一家。
TangDynasty,唐朝,逢人說項,項：指唐朝詩人項斯。遇人便贊揚項斯。比喻到處為某人某事吹噓，說好話。
TangDynasty,唐朝,海角天涯,形容極遠的地方，或彼此相隔極遠。
TangDynasty,唐朝,汗牛充棟,棟：棟宇，屋子。書運輸時牛累得出汗，存放時可堆至屋頂。形容藏書非常多。
TangDynasty,唐朝,侯門如海,侯門：舊指顯貴人家；海：形容深。侯門象大海那樣深邃。比喻舊時相識的人，後因地位懸殊而疏遠隔絕。
TangDynasty,唐朝,畫龍點睛,原形容梁代畫家張僧繇作畫的神妙。後多比喻寫文章或講話時，在關鍵處用幾句話點明實質，使內容生動有力。
TangDynasty,唐朝,火樹銀花,火樹：火紅的樹，指樹上掛滿燈彩；銀花：銀白色的花，指燈光雪亮。形容張燈結彩或大放焰火的燦爛夜景。
TangDynasty,唐朝,韓海蘇潮,指唐朝韓愈和宋朝蘇軾的文章氣勢磅礴，如海如潮。
TangDynasty,唐朝,雞犬不寧,形容騷擾得厲害，連雞狗都不得安寧。
TangDynasty,唐朝,老嫗能解,嫗：老年婦女。相傳唐朝詩人白居易每作一首詩就念給老年婦女聽，不懂就改，力求做到她們能懂。形容詩文明白易懂。
TangDynasty,唐朝,南柯一夢,形容一場大夢，或比喻一場空歡喜。
TangDynasty,唐朝,嘔心瀝血,嘔：吐；瀝：一滴一滴。比喻用盡心思。多形容為事業、工作、文藝創作等用心的艱苦。 
TangDynasty,唐朝,破鏡重圓,比喻夫妻失散或離婚後重新團聚。 
TangDynasty,唐朝,黔驢技窮,黔：今貴州省一帶；技：技能；窮：盡。比喻有限的一點本領也已經用完了。
TangDynasty,唐朝,錢可通神,比喻金錢的魔力極大。
TangDynasty,唐朝,人面桃花,形容男女邂逅鐘情，隨即分離之後，男子追念舊事的情形。
HanDynasty,漢朝,安居樂業,安：安定；樂：喜愛，愉快；業：職業。指安定愉快地生活和勞動。
HanDynasty,漢朝,百無聊賴,聊賴：依賴。精神上無所寄托，感到什麼都沒意思。
HanDynasty,漢朝,百折不撓,折：挫折；撓：彎曲。比喻意志堅強，無論受到多少次挫折，毫不動搖退縮。 
